"sample_submitter_id","MUC1","MUC12","MUC12-AS1","MUC13","MUC15","MUC16","MUC17","MUC19","MUC2","MUC20","MUC20-OT1","MUC20P1","MUC21","MUC22","MUC3A","MUC4","MUC5AC","MUC5B","MUC5B-AS1","MUC6","MUC7","MUCL1","MUCL3"
"TCGA-CM-4743-01A",67.1866,1.6535,0.8877,851.5343,0,1.7178,0.1426,0.0025,21.3343,7.7679,2.3978,1.1183,0.0953,0,19.5099,18.2421,249.3257,192.9625,0,1.1732,0,0.0182,5.253
"TCGA-D5-6931-01A",165.0898,15.896,1.6784,388.231,0,0.0097,49.1761,0,346.2662,18.1964,4.3666,5.1334,0.0225,0,12.4229,21.9875,13.5607,221.2998,0,0.2125,0,0.043,0.1653
"TCGA-AD-A5EK-01A",5.1828,261.3444,17.8956,501.1225,0,0.0029,2.2932,0.0021,133.9498,23.9092,3.0734,2.3374,0,0,83.5703,0.2953,0.1343,62.0408,0,0.1801,0,0,0.0223
"TCGA-A6-2680-01A",176.1161,35.3551,1.7437,545.8315,0,0.0291,55.371,0.0144,295.6445,19.9293,2.2017,8.026,0.0374,0,55.4982,11.7282,0.1058,3.7624,0,0.4878,0,1.1438,0.1999
"TCGA-G4-6625-01A",51.9017,60.419,4.5557,629.2292,0,0.0114,1.0095,0,330.7394,24.1885,5.6406,21.7338,0,0,40.7445,11.6193,1.2916,30.0624,0,0.262,0,0.0718,0
"TCGA-AA-A00O-01A",3.679,2.9606,4.2968,507.3782,0,0.0061,0.7325,0,1.7842,11.6088,5.5265,16.8155,11.9522,0,39.0729,0.3392,0.2236,1.208,0,1.4667,0,0.1694,0.1421
"TCGA-G4-6298-01A",60.2524,1.4312,2.0629,495.2044,0,0.0249,0.0571,0.0028,2.8568,38.3029,3.0247,16.0927,0,0,36.3447,1.8174,0.6496,4.1444,0,0.0299,0,0.0423,0.0296
"TCGA-AA-3842-01A",128.7203,1.545,7.5029,568.5107,0,0,89.4026,0,122.807,27.6917,1.8074,15.7531,0,0,31.4407,8.7887,0.7146,7.3477,0,0.2714,0,0,0
"TCGA-RU-A8FL-01A",116.6969,29.4993,1.7402,535.1498,0.018,0,0.1183,0,1.6317,18.3551,2.3086,7.7037,0.1867,0,34.3527,0.8209,0.0959,105.512,0,0.0382,0,0,0.0113
"TCGA-A6-3809-01B",46.1158,1.917,0,96.2969,0.0225,0.1049,50.4388,0.0082,148.001,1.2509,4.2316,0.5763,0,0,23.6407,43.0238,3.3758,6.321,0,0.9849,0,0.0813,0.0568
"TCGA-AM-5820-01A",1.7654,7.5903,1.2563,750.7336,0,0.0017,4.534,0,4.0482,9.7438,1.8304,6.6959,0,0,41.4587,0.0625,0.0628,0.0786,0,0.026,0.2089,0,0.1029
"TCGA-G4-6586-01A",476.2783,2.8709,5.2389,1387.8931,0,0.0141,62.1012,0,153.2661,25.7339,3.451,5.6499,0,0,44.2347,10.6832,0.2681,20.2483,0,1.2064,0,0,0.1453
"TCGA-CK-4951-01A",436.0054,31.8348,1.2378,629.9993,0,0.227,0.4029,0.0171,831.744,18.8628,2.9698,9.6706,0,0,51.8534,33.0298,0.6785,1.632,0,1.4478,0,0,0.0887
"TCGA-AA-3660-01A",181.1045,41.5552,4.3602,835.506,0.0215,0.0246,2.7464,0,129.8925,49.4285,3.8317,21.1719,5.0651,0,29.6951,6.7829,2.5471,12.0185,0,0.0914,0,11.7356,0.0272
"TCGA-DM-A28E-01A",18.0056,151.0936,10.13,794.086,0,0.0031,3.2831,0,49.0235,11.2164,5.2516,14.9292,0,0,48.4553,0.9382,0.0197,28.701,0,0.0407,0,0.0346,0.0242
"TCGA-AY-A71X-01A",61.4891,33.1618,3.6775,910.0561,0,0,28.7882,0.0054,1272.996,40.5776,2.4481,14.35,0,0,34.5653,48.8188,7.3313,2.0148,0,0.7539,0.0191,0.2019,0.1694
"TCGA-AA-3966-01A",227.5585,1.0603,3.4329,1679.8059,0,0.0584,0.317,0,437.3098,12.7213,1.74,4.5048,0.0614,0,19.6268,2.7085,2.8161,158.353,0,0.5105,0,1.1142,0.2869
"TCGA-AA-A029-01A",29.1336,4.384,35.7732,679.5013,0,0.0699,222.5764,0,2226.2057,13.375,2.54,6.6899,0,0,38.463,1.8227,0.2196,33.9516,0,0.2119,0,0,0
"TCGA-NH-A6GA-01A",59.4316,0.3931,2.068,713.1204,0,0.0916,54.8289,0,34.6947,36.9028,5.2092,6.9368,0.0683,0,13.0725,8.2604,93.653,80.2556,0,0.6906,0.4165,0.0163,1.0029
"TCGA-CM-6162-01A",459.7064,78.232,2.919,1099.1336,0,0.0058,31.9446,0,647.5027,6.69,1.8468,15.7598,0,0,27.1201,52.5608,55.7808,13.5974,0,0.1207,0.0303,0.0214,0.5527
"TCGA-AA-3955-01A",41.001,74.7882,1.609,633.5856,0,0,0.9211,0.0074,65.7082,15.4847,2.7287,8.4456,0,0,21.6064,2.6064,1.0384,30.5282,0,0.2328,0,0.1099,0
"TCGA-AZ-4615-01A",308.4318,0.4949,9.0158,613.8589,0.0353,0.433,51.2486,0,86.9956,47.378,1.855,5.6488,0.0334,0,32.0329,6.4889,0.1523,4.6945,0,0.5248,0,0,0.1114
"TCGA-A6-5667-01A",13.1125,28.2778,0.7754,749.8931,0,0.0072,0.0966,0,1.1522,37.4902,2.34,18.596,0.0208,0,73.7624,1.0396,0.0181,0.4284,0,0.0374,0,0.0199,0.0139
"TCGA-AA-3529-01A",46.1412,72.3117,4.5284,416.1224,2.4757,0.0306,1.7219,0.0114,753.6392,31.8828,1.7994,8.4772,0.0883,0,18.2165,20.8033,12.7046,47.0813,0,0.3177,0,0.5485,0
"TCGA-A6-6142-01A",27.3579,37.1358,1.4272,1868.5726,0.4858,0.0066,0.7248,0.0033,18.2583,49.1907,2.2829,74.1055,0.1531,0,43.1209,1.3632,0.0777,1.8167,0,0.5966,0.0692,0.9995,0.017
"TCGA-AA-3673-01A",86.4674,12.2673,6.3885,589.7575,0,0.0081,2.5418,0,192.1219,20.2598,1.6923,14.07,0.0312,0,30.7189,10.0472,4.9787,91.6436,0,0.2521,0,2.3513,0
"TCGA-A6-A565-01A",241.1408,128.9304,22.1692,1040.94,0.0269,0.0132,10.2787,0.0065,1416.0789,42.6895,11.4739,5.7441,0,0,39.8758,57.253,7.1126,200.5342,0,0.0915,0,0.0608,0.0849
"TCGA-AZ-6606-01A",226.1809,9.2886,1.8641,742.6239,0,0.0016,38.9044,0.0515,35.1846,38.8277,3.3154,14.3687,0,0,37.6442,26.1824,3.3797,18.1529,0,2.0434,0,3.1784,0.2549
"TCGA-4N-A93T-01A",198.6651,4.7452,3.8014,845.7903,0,0.0041,0.1944,0,38.1926,90.0121,6.1099,27.6633,0,0,31.3509,92.4368,0.0887,0.4607,0,0.2116,0,0,0
"TCGA-DM-A1D9-01A",25.3758,7.7373,1.458,257.8402,0,0.0097,0.0202,0.0014,125.7288,21.7974,5.2913,8.9061,0.067,0,11.5858,1.8671,0.1288,0.0889,0,0.1909,0.0151,0.0961,0.0149
"TCGA-DM-A1D6-01A",38.9133,27.5419,3.6745,820.132,0,0.0018,0.6455,0,3324.5863,12.2723,2.4017,23.0042,0,0,168.4728,14.8915,4.2924,41.8757,0,0.1073,0,0.0198,0.0069
"TCGA-CM-6677-01A",71.8063,4.5122,1.079,291.5359,0,0.01,7.2632,0,111.0842,10.2133,1.6158,13.332,0,0,18.7773,4.2359,1.3214,73.6163,0,0.1041,0,0.0553,0.0193
"TCGA-CM-5861-01A",627.8867,0.4282,0.7616,934.0637,0,0,3.4526,0,1016.8276,9.5204,0.6575,1.9065,0.1362,0,57.3984,82.0516,159.2183,1254.3104,0,36.7702,0,0.026,1.9278
"TCGA-AA-3939-01A",38.2016,2.4275,5.4931,230.7895,0.0416,0.0102,2.9316,0,29.934,14.4534,1.4567,4.8795,0,0,13.0527,2.2406,0.0769,1.0579,0,0.0177,0,1.0885,0
"TCGA-CK-4947-01B",227.6332,5.7683,0.8746,576.3087,0.0198,0.0032,91.6985,0.0048,415.0743,30.5602,2.5403,31.7385,0,0,10.9757,16.6044,0.4243,23.3457,0,0.0675,0,0,0.0125
"TCGA-DM-A288-01A",113.0985,2.4964,4.1077,1451.9041,0,0,1.2696,0,683.3338,35.8551,13.5143,18.9598,0,0,71.2586,10.4185,0.0504,7.4374,0,0.0209,0,0,0.0465
"TCGA-AA-A02F-01A",31.2759,20.74,3.104,440.7266,0.8609,0.0256,0.4108,0,40.3589,14.2074,4.3389,5.3474,0,0,27.0368,0.7612,0.2253,1.985,0,1.9463,0.0502,0.1767,0
"TCGA-CA-6718-01A",344.9309,0.0624,0,262.3508,0,1.3473,0.0883,0,2.9513,4.2962,1.9725,2.5431,0,0,0.549,5.8941,1.7534,78.9068,0,0.1085,0.0273,0,0.0806
"TCGA-A6-2675-01A",62.7954,82.165,3.186,1134.0991,0,0.0718,1.576,0,615.8458,20.8356,1.9315,1.654,0,0,30.4135,23.2205,3.0205,78.8369,0,0.0439,0,0.0466,0.0163
"TCGA-D5-6535-01A",149.2587,17.6956,2.7196,1074.7913,0,0.0144,222.541,0.0027,22.2202,43.4342,5.0046,9.224,0.0208,0,67.4766,14.6947,0.1359,12.9022,0,0.3092,0,0.0199,0.0139
"TCGA-A6-2674-01A",13.0684,0.0915,0,270.428,0,0.7053,0.3281,0.0123,348.0651,13.3965,15.4796,13.4504,0.0159,0,0.4071,8.7544,0.0483,2.6439,0,0.1428,0,0.5159,0
"TCGA-A6-6138-01A",13.1308,11.5714,1.3417,839.3562,0,0.0089,2.2829,0,1.9707,33.2248,2.7127,14.5336,0,0,45.4862,0.7311,0.0045,6.8159,0,0.0185,0,0.2554,0
"TCGA-AA-3544-01A",160.1288,9.1424,6.6984,451.7808,0,0,27.018,0,44.0376,21.9314,1.2049,24.1614,0,0,36.6155,5.6632,1.059,6.735,0,0.0538,0,0.0763,0.16
"TCGA-DM-A28F-01A",101.3058,16.3247,1.6421,717.8695,0,0.0064,1.9446,0,10.9041,34.9873,1.5159,101.2116,0,0,33.3503,4.8883,1.5801,0.533,0,0.0462,0,0.0561,0
"TCGA-AA-3489-01A",41.0264,72.3449,5.7025,359.8947,0,0.0202,0.8801,0.0019,12.1191,23.1645,3.881,17.4333,0,0,41.3967,1.1593,1.1813,55.8248,0,0.0786,0,0.0278,0
"TCGA-AA-3693-01A",5.1778,14.9891,1.0258,783.3378,0,0,0.1421,0.0071,1.5162,39.158,3.1907,22.9874,0,0.0173,51.107,1.4896,0.4965,5.0959,0,0.0124,0,0,0
"TCGA-CM-5349-01A",8.6218,9.9999,0.7994,437.1675,0.0227,0.0148,5.6078,0,19.0327,13.3006,1.5252,4.2606,0.0214,0,42.7034,0.3134,0.0233,8.8476,0,0.0482,0,0.0205,0
"TCGA-AA-3869-01A",172.0499,3.4727,4.9602,588.8131,0,0.0491,122.2852,0,4.6431,31.3977,1.3536,19.2267,0,0,37.2016,9.9047,0.1003,6.5709,0,0.3509,0.0481,0.1356,0.0474
"TCGA-AA-3531-01A",34.9835,83.3343,3.8799,289.7935,0,0.1441,1.3166,0,447.5574,24.6845,4.0265,17.9765,0,0,60.9176,17.7567,7.8625,34.2815,0,1.0059,0,0,0.0347
"TCGA-AD-A5EJ-01A",154.4191,2.6321,0.5005,929.8767,0.0379,0.0046,52.8324,0.0046,1207.115,6.1477,1.6514,2.991,0,0,42.8892,22.6246,82.6643,456.587,0,120.5483,0,0.0342,0.1554
"TCGA-WS-AB45-01A",13.261,0.4192,2.3645,648.589,0,0,0.0856,0,5786.733,1.2018,2.5574,0.3966,0,0.0492,41.4171,3.7786,25.9481,146.412,0,0.1316,0,0.3728,0.0391
"TCGA-F4-6856-01A",154.3364,2.8881,5.1947,819.7959,0,0,1.2471,0,3389.3894,7.0918,2.9313,5.0339,0,0,27.5319,39.3929,70.2244,959.1819,0,8.1182,0,0,0.0248
"TCGA-F4-6806-01A",73.5024,46.1376,2.2583,828.4032,0,0.0093,5.8176,0.0035,134.0099,37.2229,4.207,26.0781,0,0.017,43.0863,40.9302,2.6865,4.1403,0,0.1331,0,0,0.0539
"TCGA-G4-6297-01A",22.1451,32.8654,5.4101,992.0981,0,0.1527,41.8951,0.0179,81.9436,32.2058,3.303,14.7842,0.4412,0.0146,56.1336,6.6159,0.2373,2.3253,0,0.0209,0.063,0.1331,0.6201
"TCGA-QG-A5Z1-01A",39.0386,63.354,8.1427,741.9849,0,0.0037,11.5106,0.0671,19.4324,27.9109,4.9963,23.3856,0,0,68.6547,44.3597,0.046,38.7776,0,0.0697,0,0,0.0094
"TCGA-CM-6161-01A",13.6757,3.6669,0.7565,427.9708,1.352,0.0141,2.9339,0.0157,30.1121,49.5966,8.5163,23.3228,0.0203,0,7.4574,3.8451,1.5839,47.3181,0,0.2737,0,0.9499,0
"TCGA-AA-3815-01A",246.275,0.5008,1.6215,420.5092,0,0.1242,4.166,0,54.4967,17.0852,2.9624,20.9181,0,0,30.8809,32.9254,5.5034,2.4219,0,8.4664,0,0.0415,0
"TCGA-G4-6306-01A",61.5325,13.5624,4.1103,601.1923,0,0.0095,69.7873,0.0035,36.8304,11.6684,2.1091,12.385,0,0.0174,43.7365,5.6653,0.3056,1.3212,0,0.0372,0,0.237,0.1472
"TCGA-G4-6293-01A",234.7652,76.3296,6.694,647.9362,0.1232,0.0101,22.3264,0.005,60.491,36.8549,3.0125,9.7741,0,0,17.7818,22.7618,0.6668,69.5445,0,0.1745,0,1.7616,0.013
"TCGA-G4-6628-01A",54.2049,4.8532,4.176,773.4826,0,0.6322,0.176,0.0376,45.7198,1.3294,2.5824,0.5718,0,0,32.3252,35.9977,0.7962,7.0131,0,0.7794,0,0.0558,0.039
"TCGA-D5-6538-01A",27.9301,3.1011,0.6924,338.3702,0.0982,0.0048,2.9729,0.0048,73.4561,9.944,2.1137,9.4356,0.1114,0,24.7536,0.3217,0.109,163.7822,0,0.1837,0,2.3064,0.0248
"TCGA-A6-2671-01A",4.2968,121.3028,2.7838,513.3403,0,0.0402,1.0196,0.0213,209.2014,10.882,0.8012,11.0902,0,0.0209,64.303,0.7246,3.6436,106.1571,0,2.8347,0,0.0634,0.0222
"TCGA-AA-3666-01A",205.0041,2.528,4.7193,598.6431,0,0.0717,52.2067,0,11.9652,29.0382,3.2047,11.9526,0,0,17.9577,5.0504,0.2202,1.8026,0,0.2483,0.3744,0,0.3688
"TCGA-D5-6534-01A",13.4158,4.2165,2.8028,266.9453,0.2343,0.0055,34.0797,0.0122,202.2551,11.3985,4.0563,12.9372,0,0,21.4112,5.3753,0.031,1.5334,0,1.0673,0.0215,0.0151,0.8878
"TCGA-CM-6680-01A",390.6928,36.7966,2.0926,740.5164,0,0.0459,0.1528,0.0053,583.2849,24.631,1.7334,25.6705,0,0,15.1102,95.3711,29.2922,226.6458,0,1.5324,0,0.2925,0
"TCGA-AA-3494-01A",48.6644,55.5933,2.2394,264.4644,0,0.0505,0.2836,0.0132,57.6138,23.2528,1.5093,7.2077,0.1716,0.0216,44.9362,5.5994,0.7686,11.4536,0,0.4475,0,0.0328,0
"TCGA-A6-6650-01B",16.8187,48.5656,68.6819,427.0723,0.0631,0.0878,8.8732,0.0998,73.6553,20.9394,29.0599,9.9026,0.0597,0.0376,17.8458,8.0164,0.3178,4.284,0,0.8852,0.1618,0.171,0.0398
"TCGA-D5-6536-01A",435.1192,56.197,2.8229,480.0418,0,0.0017,0.9384,0,583.1901,17.1071,1.7627,4.2401,0,0,41.9609,4.8571,1.0799,213.1071,0,0.0817,0,0.0964,0
"TCGA-QG-A5YV-01A",57.7774,31.0539,2.0144,543.4311,0,0.0218,4.7616,0,85.6356,53.3824,4.8294,8.9469,0.0901,0,38.7593,16.7969,0.184,19.2497,0,0.0324,0.0244,0.1548,0
"TCGA-CM-6164-01A",29.2721,63.0145,3.419,801.6707,0,0.0289,0.6156,0,4.494,44.6003,3.3244,32.8678,0.0167,0,45.3734,6.6618,0.3734,1.2992,0,0.0525,0,0,0.0111
"TCGA-A6-A5ZU-01A",10.6036,4.6023,2.248,1017.0593,0,0.007,102.166,0,0.0482,60.265,8.3528,44.6582,0,0,35.2459,1.2477,0,0.0246,0,0.0542,0,7.1042,0
"TCGA-AZ-6607-01A",50.8019,8.614,7.426,104.5799,0.1505,19.8917,3.4161,0.0037,51.7258,32.9969,1.2144,11.501,0.1423,0.0538,22.1739,9.207,106.4763,33.547,0,0,0,0.2718,2.5841
"TCGA-A6-3809-01A",181.0833,0.8151,1.8297,259.0165,0,0.0297,24.6071,0,70.1518,11.818,2.084,3.7678,0,0,9.1976,13.3469,2.0807,26.3776,0,0.1544,0,0.1875,0
"TCGA-DM-A282-01A",8.8518,79.7563,3.7592,283.7978,0,0.0011,0.5845,0.01,44.0631,20.3568,2.2014,21.0343,0,0,31.5848,1.9745,0.0537,5.3287,0,0.1813,0.2469,0,0.0087
"TCGA-QG-A5Z2-01A",88.463,7.356,3.846,796.0154,0.0168,0.033,35.1321,0.002,1162.1722,15.8151,6.6024,7.4539,0.0159,0,34.1281,57.3781,4.3097,5.6974,0,46.2061,0.0646,0.0152,0.053
"TCGA-AZ-4323-01A",36.3443,7.3358,2.1355,159.6759,0.3029,0.195,8.5722,0,156.0448,8.2099,2.7038,2.5436,0.0191,0,18.2531,16.4935,31.5314,49.4001,0,9.8024,0,0.0547,0.1402
"TCGA-G4-6302-01A",131.7041,1.3064,1.4861,594.6079,0.0964,0.0375,76.5838,0,805.2184,12.663,2.3861,11.8292,1.1162,0,8.1052,32.5789,46.946,104.189,0,1.3414,0.0618,0,21.8559
"TCGA-D5-6533-01A",26.6488,8.6697,0.6092,1027.8019,0,0,0.135,0.0028,0.1435,54.0085,4.9683,25.5313,0.0218,0,31.0824,0.8964,0.2179,14.9443,0,0.0979,0,0.0624,0.0582
"TCGA-AA-3678-01A",132.5863,14.8306,1.3635,662.9697,0,0.0127,5.2498,0,137.9031,19.1552,3.7902,17.8371,0,0,23.5588,34.4454,6.2083,72.6324,0,0.2236,0,0.1956,0
"TCGA-CK-4950-01A",92.4127,23.2215,3.4539,431.2567,0.0356,0.0029,21.4805,0.0043,436.2018,29.1591,1.4112,6.0601,0,0,12.7504,18.9617,0.376,9.9659,0,0.0404,0,0.0858,0.0525
"TCGA-DM-A285-01A",208.4127,41.5678,4.5011,999.7439,0.7734,0.0012,126.4246,0,111.8941,49.9302,3.5095,27.6664,0.1656,0,48.4607,51.1889,0.24,30.9384,0,5.2788,0,0.0923,12.0328
"TCGA-G4-6294-01A",36.3093,15.6814,2.2265,1483.1272,0,0.003,21.9168,0.0022,2.2739,59.6349,6.2268,39.4534,0,0,32.296,1.3148,0.23,41.1243,0,0.046,0,0.0163,0
"TCGA-A6-2684-01A",14.1593,0.6493,0.8629,125.9721,8.0289,0.0053,0.1155,0,4.598,5.2654,3.662,5.331,0,0,0.3801,1.7098,0.1275,0.8876,0,0.1318,0,0.0442,0
"TCGA-D5-6898-01A",43.1615,12.9773,0.8672,346.332,0,0.0338,0.048,0,0.4514,32.2768,2.6755,10.463,0.2792,0.0117,20.7458,1.0276,0.0364,45.1015,0,0.0335,0,0.1067,0
"TCGA-D5-6540-01A",269.887,12.8601,2.0181,884.2923,0,0.5491,0.2236,0,1825.1989,6.103,3.253,5.4759,0,0,165.2202,27.5317,24.4088,506.3955,0,31.1303,0.0294,0.0621,12.7089
"TCGA-A6-3807-01A",161.007,52.4981,5.4374,763.3955,0,0.4269,2.5605,0,33.2104,26.954,3.841,29.4591,0,0,26.7104,19.2274,0.8533,6.4797,0,0.1669,0,0.2027,0
"TCGA-A6-2678-01A",42.4076,35.6212,1.0465,1197.1153,0.1187,0.0194,0.5024,0,52.7893,25.458,4.3884,13.7745,0.0749,0,59.4369,1.7155,0.0732,1.6718,0,0.1346,0,0.2503,0
"TCGA-3L-AA1B-01A",14.0971,35.1882,3.651,475.553,0.0621,0.0034,0.7989,0.0126,203.2307,16.7133,3.0945,4.732,0.0196,0,34.9385,1.0674,0.264,17.23,0,0.7396,0.0797,3.293,0
"TCGA-A6-5664-01A",89.0893,6.8159,2.3499,622.4573,0,0.0185,2.8791,0.0225,180.0375,13.4723,1.5384,1.9706,0,0,14.7063,22.532,0.565,114.2007,0,0.1482,0,12.7465,0.0389
"TCGA-DM-A1DA-01A",17.0664,2.1518,3.9134,299.5222,0,0.0021,22.6962,0,107.1161,6.889,2.0298,4.036,0,0,28.3122,0.3529,2.6264,26.3358,0,0.0593,0.0325,0,0.1041
"TCGA-AA-A024-01A",90.4075,37.5857,5.1984,516.1214,0,0.0211,14.4986,0,1296.1817,59.1636,0.9167,105.944,0.1743,0,23.5667,19.834,41.698,19.9295,0,0.0313,0.5671,5.1948,0.0233
"TCGA-AY-A69D-01A",58.6654,61.961,10.8608,585.6604,0,0.0026,3.5523,0.0173,254.3375,44.072,9.6282,8.7368,0,0,24.5462,6.632,0.3086,103.7984,0,0.0739,0.0405,0.0714,0.01
"TCGA-AA-3976-01A",41.0893,5.8763,5.3766,523.1912,0,0.0071,2.2978,0,59.0818,15.9574,1.1724,6.8849,0,0,15.9926,3.5245,0.5913,6.942,0,0.3334,0,3.7,0
"TCGA-D5-6929-01A",3.8116,4.1387,1.2562,432.8237,0.0713,0.0758,0.3306,0.0058,2.267,22.7079,2.0045,10.9557,0,0,15.2984,0.4175,1.2112,18.0932,0,0.1111,0,0.0644,0
"TCGA-T9-A92H-01A",80.4171,65.6898,7.8509,451.2342,0.0182,0.0089,0.7012,0,50.842,64.0656,2.8346,23.9492,0.0344,0.0108,29.8641,6.5827,1.0091,5.2069,0,0.0155,0,0.0328,0
"TCGA-AZ-4684-01A",283.8003,25.2018,3.8688,492.1706,0.0366,0.473,0.6609,0,102.337,26.1783,1.7745,12.5751,0.4151,0,52.5632,35.1063,1.3537,57.6716,0,0.2955,0,0.3635,0
"TCGA-AA-A00Z-01A",51.3324,63.9702,1.793,641.0804,0.0407,0.04,1.937,0.0099,125.9727,22.18,3.6407,10.1645,0,0,26.4215,12.3033,4.9939,21.5342,0,0.2422,0,0,0
"TCGA-CM-6170-01A",32.9812,75.7594,5.7415,1171.6949,0.3948,0.0113,0.8819,0,6.5238,52.5207,3.5528,58.1243,0,0,23.9911,10.1395,0.1745,9.4463,0,0.0587,0,0.0892,0.0249
"TCGA-A6-5665-01B",230.3603,28.717,4.2675,942.539,0,0.3765,83.4834,0.1014,858.5433,31.5293,14.0526,7.4093,0,0,1776.8175,203.8425,94.5797,177.6599,0,434.0592,0,0.0972,4.2463
"TCGA-AA-A02K-01A",82.1038,1.753,2.7521,415.3894,0.6989,0,0.1016,0,0.88,22.1089,6.7524,16.3505,0.0984,0,9.9786,0.883,0.0214,0.1749,0,0,0.0191,0.2686,0.0282
