"sample_submitter_id","MUC1","MUC12","MUC12-AS1","MUC13","MUC15","MUC16","MUC17","MUC19","MUC2","MUC20","MUC20-OT1","MUC20P1","MUC21","MUC22","MUC3A","MUC4","MUC5AC","MUC5B","MUC5B-AS1","MUC6","MUC7","MUCL1","MUCL3"
"TCGA-AA-3534-01A",42.0339,1.6341,0,343.8527,0.0929,0.0456,0.9526,0.017,25.176,13.5009,2.5183,11.9012,0,0,9.752,3.1229,0.8976,42.6711,0,1.6389,0,0.6713,0
"TCGA-CA-5255-01A",71.5694,2.3625,5.8088,666.1778,0,0.0032,69.4736,0.0118,25.6633,17.4524,2.2956,9.4369,0.0733,0,31.5947,1.1214,125.6797,34.9844,0,0.0412,1.0189,0.0525,0.5263
"TCGA-AA-3549-01A",231.4317,75.2138,4.527,909.7255,0.0367,0.012,10.8469,0,60.0726,43.2331,2.5799,14.3355,0,0,25.0715,34.997,0.3319,30.1592,0,0.8422,0,0.1326,0
"TCGA-AA-A004-01A",163.5086,34.8062,22.3997,321.6063,0,0.7003,53.0715,0,533.7188,22.8017,0.8979,3.4368,0,0,33.7328,52.7226,14.247,189.8039,0,3.2053,0,0,0
"TCGA-AA-3875-01A",56.48,37.2951,7.0056,368.2764,0,0.1301,2.268,0,181.7641,13.7101,5.2553,4.9855,0,0,38.3118,8.7911,0.3881,4.2448,0,0.6336,0,0.0449,0.0314
"TCGA-NH-A50T-01A",59.9288,76.3581,4.8464,330.6645,0.0172,0.0084,3.5072,0.0355,4.9587,27.4349,5.5725,5.1367,0.0163,0,45.9709,0.522,0.2685,55.6881,0,0.0365,0,0.0621,0.0326
"TCGA-AA-3821-01A",41.0651,13.7756,10.0796,563.3354,0,0,31.9025,0.0242,983.6612,8.6613,8.1586,3.8221,0,0,59.3663,33.6858,16.07,950.3172,0,1.5008,0,0,0.3454
"TCGA-CM-5344-01A",12.6548,259.7892,5.9435,568.2833,0,0,1.3994,0.0024,52.685,40.6779,4.8917,23.7581,0,0,34.5997,3.5572,0.3833,10.6656,0,0.0253,0,0.0358,0
"TCGA-NH-A5IV-01A",74.4524,2.075,5.8009,405.3757,0.0366,0.0015,0.3794,0.0378,813.4107,11.3572,4.4494,2.4984,0,0,24.1933,30.5994,27.4086,17.4164,0,70.7196,0,0,0.0115
"TCGA-AA-3684-01A",133.1647,17.8178,20.7329,510.324,0.1148,0.3897,59.98,0.0279,1535.5543,18.182,1.1695,20.2137,0.1085,0,57.5934,23.3804,2.0525,12.6488,0,0.3415,0,0.0518,0
"TCGA-A6-5659-01B",1.3197,74.4897,3.2412,132.9561,0.069,0.0085,2.4017,0.007,0.3905,6.8435,4.0664,1.3741,0,0,64.4587,0.8021,0.0095,0.0443,0,0.2443,0.1179,0,0.0145
"TCGA-AA-3675-01A",180.4724,1.1642,0.4681,387.7032,0,0.0406,0.0821,0.0065,4.8082,16.544,0.9852,10.3582,0.1172,0,25.0117,1.9366,0.04,1.5811,0,0,0,0.08,0.0335
"TCGA-AA-3495-01A",51.8038,28.0395,4.4228,736.0506,0,0.0103,2.144,0.0051,124.1893,19.9437,2.9065,22.4115,0,0,75.7398,11.7815,0.1805,7.001,0,0.1067,0.0536,0,0
"TCGA-AA-3679-01A",35.7258,32.9889,1.3802,558.4114,0,0.0085,3.7721,0.0063,66.4893,34.9181,1.2555,20.7305,0,0,46.0878,5.6384,2.5863,9.9874,0,0.0222,0,0.0472,0.0659
"TCGA-F4-6855-01A",59.954,87.0141,5.4218,493.1752,0.0324,0.0212,0.3399,0.0039,225.8359,34.1101,3.887,3.5948,0.2143,0,20.8617,6.0775,0.4593,107.9976,0,0.0138,0,0.0292,0.0204
"TCGA-AA-3715-01A",69.2104,1.0426,3.0616,120.5454,0.1158,2.0659,0.6784,0.0563,103.3704,2.187,1.9117,0.7417,0,0,5.54,0.4643,16.0446,237.8026,0,3.4949,0,0.9414,0
"TCGA-AA-A01R-01A",414.0235,0.2919,1.9924,218.4683,0.0377,0.7154,7.7267,0,87.7897,11.3269,3.9319,4.1028,0,0.0225,6.926,8.5704,101.0775,106.1349,0,283.9189,0,0.034,0.0238
"TCGA-AA-3831-01A",255.6603,7.9005,0,344.3652,0,0.0206,9.1956,0.0153,36.8555,36.5352,4.5088,17.7374,0,0,16.4419,2.6365,0.4205,6.2998,0,0.0134,0.0403,0,0.0199
"TCGA-AA-A01K-01A",70.3644,6.578,1.3706,644.7173,0,0.2927,75.7606,0.0473,8.9617,15.9508,3.7244,6.4748,0.1471,0,34.3627,1.2207,0.3037,1.1548,0,0.4297,0.3987,0,0
"TCGA-AA-3519-01A",39.7501,37.6504,2.8589,491.0727,0,0.0076,2.5455,0,242.7427,9.9195,1.6718,2.2757,0,0,54.0565,11.4739,2.5246,30.6208,0,0.0591,0,0.0419,0.0293
"TCGA-G4-6315-01A",135.6919,111.5521,2.7114,918.2841,0,0,1.7462,0,412.9998,21.696,2.5552,20.9652,0.0485,0,37.2579,22.7577,4.4959,99.3252,0,0.0109,0,0,0
"TCGA-A6-A567-01A",27.0263,10.563,1.8711,594.8732,0.2548,0.0382,1.5964,0,34.906,18.2005,6.136,13.2364,0.1205,0,14.1804,3.2823,0.3754,2.4814,0,0.0722,0,2.9534,0.0536
"TCGA-A6-6780-01B",131.9639,2.5891,0.7201,134.5142,0.0545,0.0736,16.6616,0.0464,50.2751,4.5294,9.7306,0.5233,0.1288,0,42.0553,36.4341,0.168,10.0378,0,0.8567,0.0349,0.0984,0.086
"TCGA-A6-6650-01A",59.3039,117.2504,11.9489,929.2429,0,0.0016,2.7551,0.0023,103.7736,84.6553,6.9901,48.8847,0,0,75.2515,4.9333,0.3729,7.3365,0,0.1624,0,0,0.0241
"TCGA-CA-5797-01A",45.924,20.8868,1.2325,295.1536,0.04,0.0049,1.1022,0,1.4708,49.3864,1.1319,3.327,0,0,18.4806,0.2625,0.1191,0.3352,0,0,0,0.0361,0
"TCGA-A6-6780-01A",490.1119,0.8699,2.6789,303.9983,0,0.01,2.0283,0,73.3805,15.5111,4.1384,5.3649,0.0383,0,16.2453,16.2032,0.2041,33.1344,0,0.1378,0,0.0183,0
"TCGA-CA-6717-01A",67.1465,18.9907,0.9009,521.9531,0,0.0134,15.8068,0,275.8353,15.2417,1.9335,10.1707,0.0193,0,23.7712,5.0131,3.6482,35.9218,0,3.6937,0.0786,0,0.426
"TCGA-AD-6901-01A",16.3683,14.768,3.697,562.0528,0,0.2296,4.5892,0.0032,20.6171,49.4491,5.2849,31.8514,0,0.0156,34.2221,1.6821,1.6008,92.5309,0,11.1006,0,0.1421,0.1159
"TCGA-AZ-4315-01A",151.6001,7.669,9.2332,780.2561,0.2183,0.0464,0.1599,0.0265,11.0756,7.1224,2.0196,2.6097,0,0,26.2294,1.1099,8.3369,4.7147,0,0.1299,0,0,0.0276
"TCGA-4T-AA8H-01A",131.4622,27.1422,8.3401,723.0908,0.0498,0.0163,2.0731,0.003,177.8922,42.1876,7.4105,22.119,0.0471,0.0445,40.415,74.3987,0.3635,50.5424,0,0.127,0,0.09,0.0157
"TCGA-A6-6781-01A",23.7668,4.2674,3.6078,574.6406,0,0.0044,2.4115,0.0238,897.8524,3.8005,1.6469,1.6721,0.0337,0.0106,9.9495,19.1064,142.5231,360.3494,0,0.0076,0,0,0.2472
"TCGA-AD-6548-01A",141.6807,22.674,2.4064,518.836,0,0.2458,0.8285,0,185.6504,32.4976,2.8899,5.8715,0.1291,0.0116,25.7278,10.6263,0.4571,25.8082,0,0.0332,0.025,0.1057,0.0862
"TCGA-AA-3685-01A",25.5371,7.5877,1.9491,356.0376,0,0.0028,0.7683,0,37.4364,16.2798,1.1789,7.2646,0,0,23.0254,3.0597,0.0665,4.085,0,0.0145,0,0.1844,0
"TCGA-G4-6588-01A",62.3402,2.8661,1.2765,893.3422,0,0.004,27.4332,0.0029,774.0854,4.7873,2.6077,2.5255,0,0,46.5393,53.5373,278.8064,273.6438,0,547.9743,0,0.0654,0.4115
"TCGA-SS-A7HO-01A",14.3394,0.7539,1.1608,300.2481,0.0659,0.0018,0.0214,0.0053,3.0708,7.9121,2.4742,3.9371,3.28,0.0262,7.2758,0.4383,0.1444,133.553,0,0.224,0.1126,0.4164,0
"TCGA-A6-6649-01A",127.4541,71.2865,3.4149,640.9991,0,0.0114,14.3026,0.0019,971.6932,16.1653,5.1618,5.2285,0.0293,0,32.2416,27.275,158.4486,222.5252,0,80.6182,0.0596,0.042,0.9297
"TCGA-D5-6927-01A",198.6358,0.6789,2.4261,506.3378,0,0.005,57.2805,0.0074,151.5325,8.2162,5.7043,8.0327,0,0,17.3006,30.6373,0.1383,30.399,0,0.065,0,0.0276,0.0386
"TCGA-D5-6530-01A",103.756,2.6032,1.2656,694.9505,0.0205,0.0067,0.611,0,446.0092,13.8195,2.9729,5.4313,0,0,18.222,92.471,6.3978,180.7232,0,0.3488,0,0,0.0259
"TCGA-AM-5821-01A",71.9671,0.9635,0,101.9018,0.0231,0.0189,0.0169,0,6.5935,1.9045,1.1688,1.4317,0,0,1.6812,1.0258,0.0808,1.1416,0,0.0098,0,0.188,0
"TCGA-AA-A01P-01A",586.44,0.199,0.8665,696.1709,0,5.7424,0.9361,0.012,3.703,19.5843,1.69,6.6476,0,0.0195,7.613,22.3303,88.4845,113.7836,0,0.2229,0,0,0.3725
"TCGA-D5-6529-01A",64.6165,9.9117,2.882,401.7391,0.0327,0.0281,0.5389,0.002,23.6223,22.6033,1.3397,7.6103,0,0.0097,9.7833,2.4859,0.037,0.8294,0,0.0209,0,0.3545,0.0103
"TCGA-A6-A56B-01A",2.3728,2.7053,0.4825,581.6792,0,0.0045,1.0424,0,1.3177,12.7519,2.3766,3.8571,0,0,27.2419,0.3083,0.4164,0.1161,0,0.1164,0.0702,0.0494,0
"TCGA-CM-5341-01A",15.3722,3.5669,5.6064,278.098,0.0353,0.0058,0.0949,0.0043,0.4804,13.7577,0.5114,8.3002,0.0334,0,4.5385,1.3991,0.0945,1.4859,0,0.0451,0,0.3192,0
"TCGA-DM-A0XD-01A",126.1274,12.51,3.1341,250.0831,0,0.2569,49.0174,0.0015,14.4835,9.6115,3.6765,6.0218,0,0,15.1377,4.9319,0.0252,1.3883,0,0.5526,0,0.9858,0.3949
"TCGA-AA-3502-01A",26.5887,36.8953,13.7606,1249.3085,0.1893,0.0891,0.8894,0,1309.6952,44.2841,4.7542,28.8918,0.0447,0,74.2239,19.102,83.3981,116.3215,0,0.2011,0,0,0
"TCGA-A6-2684-01C",22.2511,8.9609,1.586,170.4611,41.6418,0.0412,0.0527,0.1664,5.6055,11.9904,18.4639,2.9201,0,0.0429,7.2956,4.5816,0,0.6039,0,0.4437,0.0461,6.3071,0.0454
"TCGA-CM-4748-01A",149.0808,32.4681,0,474.4246,0.5941,2.9171,17.9839,2.9629,208.94,21.1942,3.5114,13.9527,1.6854,3.1863,61.5201,20.3759,19.9075,39.8737,0,26.5169,0.7616,1.0733,1.8755
"TCGA-CM-5868-01A",81.0887,56.5258,2.3627,810.3296,0.0315,0.0181,0.2387,0,8.2836,52.7762,3.3331,21.5824,0,0,43.2481,3.5251,0.0908,7.2783,0,0.0335,0,0.0142,0.01
"TCGA-G4-6626-01A",111.5733,119.384,6.544,926.6123,0,0.0104,1.6055,0,14.1658,26.8351,5.3877,15.3101,0,0,36.8335,4.9957,2.1981,117.1293,0,2.6153,0,0.0192,0.0134
"TCGA-AA-3858-01A",106.6495,66.1831,2.5021,306.258,0,0.0066,0.604,0,64.1085,15.2777,1.1986,8.4863,0,0,47.9865,5.1559,1.2257,12.5469,0,0.6724,0,0,0
"TCGA-AU-3779-01A",34.3157,48.318,3.6073,1376.7925,0,0,0.8444,0,2.6658,71.004,3.8292,52.9594,0.0194,0,16.51,4.2186,0.1304,0.4105,0,0.087,0,0.037,0.0129
"TCGA-AA-3697-01A",41.0434,40.4061,7.653,680.1846,0,0.0067,9.1553,0,148.6361,23.0776,3.0364,6.8946,0,0,51.2988,13.8866,3.9274,19.4589,0,0.0346,0.0348,0.098,0
"TCGA-DM-A1HA-01A",147.398,0.1049,0.883,152.6251,0,0.9183,0.1508,0,0.0189,0.7096,3.206,7.0949,0,0.01,5.382,0.1881,0.0206,0.2576,0,0.0639,0,0,0.0211
"TCGA-AA-3855-01A",96.7905,44.841,6.8918,440.4424,0,0.0049,55.8468,0,530.191,10.2408,2.0168,3.275,0,0,24.3485,20.2463,6.5108,40.1646,0,0.3196,0,0.0272,0
"TCGA-AA-3509-01A",57.6567,6.4069,5.0751,615.3224,0,0.0031,2.6429,0,35.3312,26.3848,2.6447,10.8197,0,0,23.7684,4.1663,0.221,23.4716,0,0.0653,0,0,0
"TCGA-AY-6196-01A",80.2193,0.1679,0,365.0574,0.0472,0.2259,2.2805,0,17.7685,4.542,4.7454,0.8058,0.0446,0,63.7725,6.859,78.7463,68.3674,0,5.3147,0,0.0426,0.2383
"TCGA-AA-3506-01A",42.7317,6.4215,6.7945,388.1418,0,0.014,77.2918,0,237.9376,17.0328,1.6237,6.2184,0,0,31.2495,11.6644,1.0566,6.939,0,0.4734,0,0.1548,0
"TCGA-AA-3852-01A",114.3695,6.47,2.3012,313.5827,0,0.0142,0.0106,0,731.7359,16.4388,2.7319,8.4554,0,0,30.8337,14.0275,11.6037,137.0217,0,0.3885,0.0558,0.0786,0
"TCGA-A6-6137-01A",303.0628,57.5106,2.2374,1139.2714,0,0.0052,1.0536,0.0051,79.1035,54.9086,6.1057,69.4722,0.04,0,33.162,39.9702,1.7049,61.0298,0,4.3168,0.0542,0.1338,0.0267
"TCGA-AA-A010-01A",294.8947,13.7862,0.9801,435.9682,0,0.3277,11.756,0.0135,80.8727,9.7439,3.7854,7.3609,0,0,33.2546,8.1981,7.2019,141.4801,0,3.8766,0,0,0
"TCGA-AA-3973-01A",34.1258,53.9677,2.7466,615.0418,0,0.0656,2.2389,0.0108,2.3827,50.3583,4.4281,44.0108,0,0,25.616,2.7273,1.2173,3.6665,0,0.9841,0,0.0402,0
"TCGA-A6-6648-01A",40.7465,85.9754,7.0639,852.3236,0,0.0118,3.3232,0,433.8,11.8707,3.2726,15.4018,0.0124,0,52.4168,25.1049,0.7834,112.0604,0,10.702,0,0.0119,0.0083
"TCGA-A6-2683-01A",126.6481,3.1541,0,228.2734,0,0.0033,0.1794,0,204.657,20.7307,2.654,31.6375,0.2316,0,51.4325,22.8677,0.1091,43.4824,0,5.1364,0,0,0
"TCGA-AA-3930-01A",51.8024,5.7009,6.6937,401.3404,0.1168,0.0191,0.328,0,107.09,16.0307,4.1558,7.8587,0,0,10.8681,4.4961,7.5067,6.1637,0,27.9402,0,0.1055,0
"TCGA-AA-3979-01A",129.0504,23.3057,0,1951.0822,0,0.0227,0.1259,0,33.4047,16.6329,4.0598,25.3307,0,0,5.0331,6.554,0.1958,2.3724,0,0.0675,0,0,0.0501
"TCGA-AA-3860-01A",15.1651,46.4365,2.0087,1154.956,0,0.0311,0.2875,0,39.2512,19.1917,4.3047,9.4892,0,0,49.3919,2.7159,1.9133,3.3335,0,0.0969,0,0.0343,0
"TCGA-A6-5665-01A",137.7536,4.2826,4.7635,1003.284,0,0.0088,4.4704,0.0053,278.3183,33.7554,3.6397,9.6936,0,0,63.0137,33.7075,3.8312,9.0692,0,22.4339,0,0,0.0956
"TCGA-AZ-6603-01A",11.6305,58.0343,3.7031,843.2722,0.0168,0.0083,0.8083,0.002,49.621,49.9523,3.1207,22.0692,0.0159,0,45.7387,7.5054,0.7325,5.569,0,0.0857,0,0.0304,0
"TCGA-AA-3819-01A",64.3924,36.6045,2.6549,401.0555,0,0.0049,3.9271,0.0073,562.618,12.6908,3.1251,28.4927,0,0,44.4219,18.9419,0.5697,47.3628,0,0.6531,0.0772,0,0
"TCGA-AD-6964-01A",234.761,2.9269,2.8468,332.5566,0.1762,0.1154,0.4373,0,107.4869,3.1891,2.4539,2.5079,0.0833,0,14.2527,62.5305,2.6804,145.9871,0,2.1471,0,0,0.0742
"TCGA-AA-3984-01A",154.6919,30.571,7.5085,618.5141,0.0387,0.0475,0.4065,0.0047,30.42,17.3711,2.7231,18.3557,0,0,18.6982,6.6279,0.5493,5.9752,0,0.0494,0,0,0
"TCGA-AA-3862-01A",327.88,6.9913,0.4513,735.1515,0.256,0.0042,0.6001,0,79.8855,32.481,1.3986,8.5281,0,0,28.7549,29.6308,0.1263,5.0074,0,0.1306,0,0.0463,0
"TCGA-G4-6322-01A",88.6948,18.6731,3.3173,1410.3956,0.0627,0,0.0613,0.0076,2108.2005,26.0256,6.3195,14.8006,0,0,38.134,59.0416,3.0469,541.7703,0,0.4,0,0.0425,0.0099
"TCGA-AZ-6598-01A",99.1781,0.6935,3.2644,1007.9463,0,0.0018,1.367,0.0027,695.8671,18.0836,1.2701,3.3029,0,0,39.385,2.1117,0.0851,75.9635,0,0.0093,0,0.1378,0
"TCGA-AA-3850-01A",162.3659,6.1,2.1975,528.6392,0,0,4.7682,0,168.6904,34.3603,2.7188,32.2967,0.0393,0.0248,17.8545,12.8562,0.4015,7.8146,0,1.4486,0.4262,0.0375,0
"TCGA-AA-3950-01A",35.1295,0.6309,2.9503,359.5974,0,0.0039,1.0274,0.0116,149.1393,5.043,0.2437,1.3274,0,0,15.0224,0.1469,0.0983,1.9923,0,0.183,0,0.3024,0
"TCGA-AA-3713-01A",223.0283,20.2978,4.2142,1472.2827,0,0.0125,2.4141,0,2672.5709,15.0521,9.4262,8.7801,0,0.0114,97.7576,34.6839,3.9911,237.5655,0,0.0976,0,0,0
"TCGA-D5-5537-01A",43.5189,27.5151,3.5367,558.178,0,0,6.3896,0.0027,8.6868,31.1826,4.2576,28.5125,0,0,21.2481,0.9511,0.0275,0.1935,0,0.019,0,0,0.0422
"TCGA-CM-5863-01A",191.0047,19.747,2.3242,1497.6314,0,0.0173,70.9294,0,970.2122,29.8385,2.2001,9.8722,0,0,87.7591,23.2527,59.5418,53.2729,0,0.1345,0.0225,0.0159,0.0666
"TCGA-G4-6311-01A",51.402,41.4594,5.5572,744.4813,0,0.0888,4.9075,0,88.9714,19.1873,3.691,34.0344,0.0477,0.0301,41.2424,10.2647,0.0467,1.1043,0,0.0751,0,0.0456,0.0478
"TCGA-CM-6167-01A",163.5024,121.579,6.8375,488.1438,0,0.0307,6.9034,0,67.507,10.4565,1.4995,4.1697,0,0,33.4888,14.1105,0.583,19.5349,0,0.0796,0,0.0242,0.2365
"TCGA-CM-4751-01A",249.415,11.8741,3.6456,456.667,0.5216,0.1766,20.5349,0,275.1772,17.0596,2.4596,0.192,0,0.0107,32.4198,31.8827,8.5113,36.0608,0,4.289,0,0.1625,0.0568
"TCGA-CK-6751-01A",246.6195,6.0249,1.6793,387.5099,0,0,1.1836,0,1160.5636,9.3416,1.4024,1.8082,0,0,11.4289,12.6555,45.9457,86.3359,0,3.2671,0,0.0574,0.0134
"TCGA-AA-3561-01A",32.7575,1.3738,4.4478,277.0833,0.036,0.0118,14.2213,0.0088,56.6435,4.5768,2.1601,1.5393,0.0341,0.043,23.6231,1.0088,0,4.679,0,0.0153,0,0.0326,0.0455
"TCGA-A6-2682-01A",71.8191,5.0411,15.668,326.1483,0.2222,0.0182,3.02,0,134.0574,28.6028,1.7815,8.066,0,0,24.761,4.3481,0.9289,7.7576,0,0.8187,0,0.3346,0
"TCGA-AZ-6599-01A",52.9105,17.5662,2.7332,718.8278,0.2658,0.0018,0.119,0.0108,2115.752,13.2024,2.104,15.7025,0,0.0132,26.9277,51.5133,128.5234,45.8388,0,0.1507,0,0,0.042
"TCGA-AA-3845-01A",79.1912,10.0835,0.451,242.2639,0,0.0084,0.2249,0,224.1357,7.7591,2.9726,6.9928,0,0,8.0376,18.7306,0.5997,10.2252,0,0.0653,0,0.1387,0
"TCGA-A6-2685-01A",43.3373,65.5038,3.4402,722.9638,0,0,6.175,0,415.8888,33.6265,2.6573,7.6675,0.0369,0,32.7185,9.8912,0.3451,20.2517,0,0.5144,0,0,0.0246
"TCGA-AY-6386-01A",224.4995,1.5955,0.7503,686.0029,0,0.0052,3.9957,0.0026,519.2183,75.8189,1.245,32.4915,0.0604,0,21.3704,7.4851,42.0398,246.1161,0,1.149,0,0.2499,0.0134
"TCGA-AA-3712-01A",36.7204,90.1113,6.7949,748.9883,0.0203,0.01,8.8018,0.0025,306.8229,18.1704,3.3372,4.9385,0,0,105.8706,6.0587,0.7925,13.3322,0,0.0776,0,0,0.0128
"TCGA-AA-3517-01A",34.7251,77.4982,6.9689,577.561,0,0.0065,85.1884,0.0144,249.6652,15.868,5.8825,4.474,0,0,47.0648,17.3788,2.1864,8.121,0,0.3529,0,0.0357,0
"TCGA-A6-3810-01A",57.8556,29.8976,2.6538,729.3258,0,0.0986,0.9556,0,0.4406,49.0786,3.7642,16.823,0,0,34.6258,5.3266,0.031,1.3648,0,0.1707,0.0643,0.0907,0
"TCGA-AA-3511-01A",26.4181,78.6837,4.0396,728.3585,0,0.0052,2.3692,0,480.1456,47.7719,5.7696,30.102,0.0747,0,32.6256,9.6878,3.9869,48.7075,0,0.0672,0.0203,0.0286,0.01
"TCGA-CK-5916-01A",108.8068,3.083,0.7027,640.4551,0,0.0326,23.0451,0.0129,230.9693,4.8521,1.2242,1.986,0,0,28.1147,43.1537,3.2781,401.1606,0,205.4879,0.6473,0,0.2014
"TCGA-DM-A28M-01A",284.7556,20.4446,0.9439,689.9692,0,0,25.5155,0,82.8907,20.481,2.1474,5.8883,0.0127,0,42.3617,21.3776,0.677,23.2513,0,0.1821,0,0,0
"TCGA-A6-6651-01A",7.7059,19.9687,0.5753,279.1624,0,0.0654,6.4098,0,0.3974,8.2529,2.0421,6.2713,0.0154,0,21.7262,0.9412,1.1003,6.1969,0,0.0347,0.0209,0.1621,0.0103
"TCGA-AA-3667-01A",40.1505,94.8237,6.5849,358.5904,0,0.1834,2.4624,0,98.4009,21.9842,1.7132,12.3633,0,0,95.2455,12.2075,0.96,17.0283,0,1.8263,0,0.1687,0
"TCGA-A6-5666-01A",24.6991,7.1128,1.0926,539.1037,0,0.0122,0.0787,0.003,0.5125,7.3365,1.1926,13.4462,0.0234,0,41.9393,0.0888,0.1682,20.9069,0,0.0211,0,0.0224,0.0157
"TCGA-AA-3982-01A",63.0527,80.2182,1.8728,385.3599,0,0.1391,0.9545,0.062,278.8102,12.5532,2.3907,6.8963,0.1206,0.152,35.3555,9.6815,2.3503,20.3691,0,0.1807,0.109,0,0.1073
"TCGA-DM-A1D7-01A",54.7989,103.773,7.1852,671.0734,0,0.0011,5.3132,0.0017,131.1832,15.7463,2.991,0.236,0,0,29.3672,8.8281,0.2869,30.4303,0,0.1703,0,0.0125,0
"TCGA-D5-6541-01A",168.3066,28.5698,1.1251,784.7853,0.0128,0.001,0.5049,0,4.2547,21.3511,2.2584,20.8234,0,0,6.2159,3.8686,0.0052,0.0443,0,0.0488,0,0.0231,0.1612
"TCGA-DM-A0X9-01A",20.4245,12.9695,1.3707,369.3888,0,0.0049,1.5159,0.0044,107.3348,15.0015,4.0917,11.0862,0,0.0071,19.9019,2.7683,0.1427,12.3334,0,0.0356,0,0.054,0.0227
