"sample_submitter_id","MUC1","MUC12","MUC12-AS1","MUC13","MUC15","MUC16","MUC17","MUC19","MUC2","MUC20","MUC20-OT1","MUC20P1","MUC21","MUC22","MUC3A","MUC4","MUC5AC","MUC5B","MUC5B-AS1","MUC6","MUC7","MUCL1","MUCL3"
"TCGA-AG-A02N-01A",64.8748,46.9348,8.9911,537.6879,0,0.0209,2.0547,0.0103,433.0814,7.181,3.2402,2.995,0,0,55.4716,22.2389,1.7477,62.8406,0,0.0903,0,0.192,0
"TCGA-DY-A1DD-01A",0.8439,9.6685,5.9094,346.9336,12.4507,0.0076,11.4104,0.0042,0.7759,31.9816,3.0867,12.613,0.0765,0,47.8754,0.4932,0.0261,0.1672,0,0.0737,0,0.0418,0.0438
"TCGA-AF-2691-11A",132.496,314.9902,5.61,2538.437,0,0.0194,8.6843,0,659.8543,15.634,0.7513,25.3804,0,0,37.8538,37.4131,0.9465,66.3504,0,0.0315,0,0.0134,0.0187
"TCGA-F5-6814-01A",73.4458,41.3348,2.1663,483.3622,0,0.0172,1.2344,0,3.9675,6.3098,1.9825,0.8622,0,0,18.1375,0.4374,0.2599,0.4165,0,0.209,0,0.6344,0.0222
"TCGA-AF-3400-11A",202.5448,183.5673,2.5954,1371.0712,0,0.0011,7.6763,0,774.6435,37.1648,1.3505,0.1715,0,0,38.8932,51.3454,2.2511,186.4992,0,0.0341,0.0172,0,0.0085
"TCGA-AF-6672-01A",159.7315,32.5225,7.459,679.3934,0.4117,0.0075,9.1413,0.0195,584.4198,35.114,7.6645,1.7093,0,0,33.1334,16.0108,63.8125,36.9303,0,0.1361,0,4.8556,0.0578
"TCGA-DC-6157-01A",16.195,23.5726,1.7961,792.9668,0,0.0125,1.8533,0.0031,15.3799,41.1781,2.0198,11.0959,0,0,63.6901,2.7255,2.7024,37.685,0,0.0758,0,0,0.0483
"TCGA-DC-6156-01A",143.691,56.7121,1.5504,1422.5646,0,1.3636,10.4236,0,0.1139,162.488,10.3671,115.738,0.0238,0.015,47.4211,45.5157,0.1395,2.6416,0,0.0107,0,0.227,0.1111
"TCGA-EI-6883-01A",51.8221,126.2429,3.8895,1357.5656,0,0.0075,1.2749,0.0045,6.1236,33.5922,2.6723,29.8387,0.0348,0,35.9199,5.0644,0.1588,100.1199,0,0.0704,0,0.0332,0.0232
"TCGA-DY-A1DG-01A",52.043,44.1925,3.6493,881.3023,0.0166,0.0027,0.5135,0,1.5431,21.6199,3.5176,15.6662,0,0,34.1786,4.2507,0.2349,9.6921,0,0.0282,0,0.0598,0.0105
"TCGA-AG-3583-01A",113.1602,11.4731,2.2486,372.1583,0,0,0.6307,0.0039,384.7253,16.6651,1.3325,8.4436,0.0302,0,28.2479,11.1943,0.8655,19.142,0,0.2576,0.0818,0.0288,0
"TCGA-AG-3575-01A",21.62,0.9087,10.3659,12.889,12.3295,1.4737,0.2178,0.0049,10.7959,4.2557,1.6781,2.0783,0.0767,0,6.2297,3.4603,0.4836,1.2281,0,0.0172,0,0,0.0256
"TCGA-F5-6464-01A",77.9917,3.5507,4.6946,913.8874,0.0222,0.0054,134.7924,0,156.4898,37.5877,2.1261,14.9746,0,0,59.0662,3.7456,0.0228,16.9472,0,0.0189,0.0854,0,0.1121
"TCGA-F5-6863-01A",26.9534,27.9713,3.7493,649.8435,0,0.0079,0.5004,0.0047,1.1116,55.7873,6.2468,13.3768,0.0549,0,45.7154,1.8643,0.008,1.7976,0,0.0411,0.0496,0.5065,0.0244
"TCGA-EI-6884-01A",277.1897,168.2208,6.6336,1349.1953,0,0.0038,1.7342,0,429.7301,79.3242,5.331,44.295,0,0,28.6964,70.444,8.0126,112.6071,0,0.06,0,0.0637,0.0446
"TCGA-AF-A56L-01A",7.7359,3.0686,3.6036,301.2274,0.0164,0.0107,0.0279,0.002,6.1783,33.9537,6.2936,9.4285,0,0.0097,29.0396,2.5397,0.0807,0.2713,0,0.0765,0,0.1182,0
"TCGA-F5-6864-01A",28.1888,36.0008,4.3807,596.3412,0,0.0125,25.1655,0.0047,8.9271,27.8633,8.5412,28.8586,0.0181,0,33.7278,15.4988,0.0943,64.1503,0,0.0488,0,0.0173,0.0483
"TCGA-EI-6512-01A",98.2693,21.528,1.7896,1113.1882,0.0203,0.0017,169.9255,0,202.2446,23.3629,3.7248,8.8879,0.0192,0,51.0615,14.1995,1.3567,38.2476,0,0.0173,8.981,0.0734,0.0128
"TCGA-EI-6509-01A",13.4853,11.5664,2.92,614.839,0,0.0052,31.2372,0.0038,2.0596,16.7867,3.0099,8.9942,0,0,26.32,0.988,0.1719,28.6859,0,0.0537,1.5776,2.7078,0.1195
"TCGA-AG-4021-01A",201.8339,2.3842,3.036,1124.0184,1.7587,0.5193,0.031,0.0176,1.607,51.6325,4.1093,60.8544,0.1543,0,24.6136,9.9714,0.0298,3.0178,0,0.0462,0.4649,1.6214,0.0801
"TCGA-CI-6619-01B",141.6518,73.7034,4.3279,682.5925,0.0327,0.0107,2.8492,0.004,681.1112,21.8215,4.2804,8.4577,0.031,0.0195,20.1451,49.905,9.5738,139.5694,0,0.0696,0.1469,0.1626,0.1034
"TCGA-AG-3731-01A",54.3035,43.0885,4.5852,360.956,0.1927,0.0615,0.9361,0.0023,334.4238,10.1599,2.0736,5.5952,0.0729,0,24.4786,15.1381,10.9095,32.9607,0,1.1386,0,0.2611,0
"TCGA-AG-A016-01A",41.7911,19.8681,2.3241,500.2891,0,0,120.3237,0,90.9399,11.0405,1.3867,3.1531,0,0,54.4175,3.7979,0.6289,128.0175,0,0.6278,0,0.0953,0.0333
"TCGA-AG-A01W-01A",59.6909,13.3038,1.6081,522.8067,0.0365,0.0239,0.0891,0,25.4211,8.8835,2.9305,4.2854,0,0,30.8063,5.0999,0.1876,18.8063,0,0.0621,0.4678,0.1319,0.023
"TCGA-AG-A01J-01A",98.4194,275.2749,4.2377,690.4658,0,0.0033,2.7879,0.0049,328.1926,72.7789,2.2786,12.6618,0.0379,0,57.9784,20.4028,0.692,22.5741,0,0.2385,0,0,0
"TCGA-AG-3608-01A",64.1604,49.8929,3.0755,617.9041,0,0.0127,2.2434,0,300.9057,29.0901,3.3192,32.6183,0,0,48.7694,7.3905,0.6297,14.9568,0,0.1319,0,0,0
"TCGA-AG-4007-01A",41.5059,9.0523,8.0173,466.2029,0,0,4.5092,0,133.1471,37.4134,1.572,17.9873,0,0,30.9614,1.9032,1.1302,3.7913,0,0.1009,0.3042,0.3215,0
"TCGA-AG-3732-11A",44.8637,51.7956,2.246,370.8525,0.0255,0.0083,1.8105,0.0031,280.7929,13.9988,1.4492,11.9708,0,0,11.4307,14.7159,0.0314,22.5461,0,0.0433,0.0653,0,0.0805
"TCGA-AG-3732-01A",201.2563,45.83,8.2459,1106.0477,0.0353,0.0289,113.3317,0,791.6846,14.1056,2.3927,14.3983,0,0,48.5807,71.832,16.5165,37.4152,0,0.0675,0,0,0.0111
"TCGA-EI-6508-01A",91.7438,117.8379,5.6084,971.3637,0.0187,0.0031,61.8535,0,216.5487,35.9588,6.7712,18.0227,0,0,44.3839,20.9317,2.1355,26.6946,0,0.3262,0,0.0169,0.13
"TCGA-AG-3883-01A",19.0643,11.9258,11.0475,144.6497,0.109,0,0.3592,0,75.6844,11.7804,0.5665,4.3055,0,0,22.2836,4.9754,4.3361,14.3587,0,0.1158,0,0.0985,0
"TCGA-AG-3586-01A",260.2083,12.8103,3.0613,452.137,0.521,0.0249,63.0791,0.0053,452.4227,33.3489,3.7433,23.6394,0.698,0.6469,20.8139,5.164,2.2226,76.2715,0,5.8694,0,0.8628,0.0548
"TCGA-AH-6643-01A",269.3397,0.6092,0.6792,535.3227,0,0.0032,3.6875,0.0281,0.4856,7.9953,1.3783,4.7717,0,0,14.075,0.3123,0.206,51.4499,0,0.0164,0.9386,0.1044,0
"TCGA-EF-5831-01A",65.98,58.4383,0.3858,1649.7714,0,0,0.2351,0,296.0915,49.816,3.9304,36.8266,0.0207,0,17.8647,3.3279,0.0945,16.916,0,0.0279,0,0,0
"TCGA-AG-3611-01A",232.0961,9.1873,11.2298,654.0356,0,0,13.49,0,689.1956,49.4691,3.5493,15.4165,0,0,30.989,51.7332,22.7462,275.1795,0,0.4694,0,0,0.0268
"TCGA-AF-A56N-01A",3.0274,4.3654,7.0865,702.2825,0,0.0016,0.2394,0,0.4498,38.2653,4.353,13.9856,0,0,24.5498,1.7837,1.0926,88.7714,0,0.0083,0,0.0354,0
"TCGA-AG-3731-11A",124.5997,73.8311,5.3823,1025.4826,0.0568,0.0058,3.748,0,184.9245,30.1921,1.8815,7.3383,0,0,29.3431,26.3527,1.1796,31.3693,0,0.0664,0,0.0128,0
"TCGA-CL-4957-01A",140.5625,47.9981,2.7474,400.364,0.1247,0.0013,0.6279,0,347.1813,12.1027,2.1094,6.1567,0.1179,0,31.4136,15.405,4.297,58.0321,0,0.0464,0,0.0141,0.0098
"TCGA-EI-6507-01A",55.867,1.926,3.6478,603.0332,0,0.1223,0.1852,0.1343,2093.4534,0.4584,3.5806,0.5401,0,0,33.6696,0.5768,135.8884,248.3592,0,24.4763,0,0.27,2.9618
"TCGA-AG-3584-01A",67.7896,91.1116,5.2707,727.8405,0.0374,0.0031,5.548,0,400.271,49.162,3.192,7.0229,0,0,98.4487,17.6417,3.0122,34.0985,0,0.6356,0,0,0
"TCGA-AG-A01Y-01A",84.8348,58.5653,2.568,220.2931,0,0.0566,0.3468,0,10.9945,11.4651,2.7021,3.1884,0,0,45.4093,13.9464,0.2171,2.859,0,0.5419,0,0.329,0.023
"TCGA-AH-6644-01A",19.4643,38.9038,8.5738,470.2567,0,0.0035,2.1586,0.0026,5.7545,10.8769,2.0269,3.3234,0.2862,0,44.2026,0.6751,0.3378,3.4023,0,0.3033,0.0554,0.0391,0.4368
"TCGA-AG-3594-01A",191.3624,50.4167,3.0195,696.3935,0.0428,0.0175,0.4182,0,4221.6375,25.9287,3.474,10.1497,0,0,41.4104,90.0542,11.9739,59.24,0,0.1821,0,0,0
"TCGA-DC-4745-01A",5.8446,25.115,2.2872,727.4362,0.02,0.0016,0.0975,0,11.521,16.9253,2.8238,11.5084,0,0,25.2035,1.4103,0.2709,5.6792,0,0.0085,0,0.018,0.0126
"TCGA-CI-6624-01C",207.828,287.6835,2.6532,1360.1264,0,0.0014,3.1643,0,893.4725,75.356,3.9167,28.139,0,0,37.1921,39.8004,21.7061,69.3527,0,0.0355,0.0429,0.0755,0.0106
"TCGA-AG-3898-01A",18.3009,37.7568,3.2743,312.6038,0,0.0101,0.5442,0,4.2199,12.9078,5.0734,12.0748,0,0.0246,36.9528,1.2186,0.3649,4.5063,0,0.4387,0.0529,0,0
"TCGA-CL-5917-01A",6.6266,3.0032,12.1143,876.0201,0.0778,0.2823,2.0134,0,0.257,32.6967,5.0323,57.0907,0.0981,0,51.1428,1.1197,0.2346,18.8378,0,0.0331,0,0.492,0.1146
"TCGA-AF-6136-01A",103.6295,100.997,5.6793,667.1197,0,0.005,25.9499,0,282.6781,34.0175,9,16.3139,0,0,53.4799,30.9249,9.122,104.0923,0,0.0391,0.118,0.1109,0
"TCGA-DY-A0XA-01A",22.467,46.0484,1.8223,710.1597,0.0459,0.015,0.1066,0.0056,0.0455,59.6153,8.9202,50.573,0.1521,0.0137,43.8724,2.4972,0.0567,0.0798,0,0,0,0,0
"TCGA-AF-2691-01A",18.1588,35.7163,3.9882,704.7043,0,0.0057,44.4701,0.0085,283.0991,21.9516,4.6542,27.4992,0,0,25.5288,22.6367,23.1288,2.5042,0,0.1924,0.0446,1.4778,0
"TCGA-AG-A00Y-01A",201.5512,61.4137,1.6817,529.9735,0,0.039,19.6585,0.0116,95.2502,31.9355,3.5392,21.4913,0,0,28.0938,8.2786,0.7453,10.13,0,0.2433,0,0,0
"TCGA-AG-4005-01A",79.7069,21.111,4.1879,718.8827,0,0.3921,1.1311,0,170.6667,40.636,3.7207,30.8597,0,0,39.1119,5.0272,1.9456,68.568,0,3.2825,0,0.0715,0.075
"TCGA-AG-4022-01A",33.6227,78.0084,7.8242,754.5693,0,0.0221,35.313,0,212.4895,39.8431,3.2452,9.6835,0.0183,0,59.0092,10.4132,1.3331,12.6818,0,0.0082,0,0.2789,0.1097
"TCGA-AH-6643-11A",78.906,76.0236,12.2155,979.92,0,0.0137,3.4042,0.0026,396.9643,30.1447,2.0374,23.3609,0,0,22.4017,31.0905,0.0993,32.0668,0,0.0357,0,0,0
"TCGA-AG-3892-01A",179.169,26.4132,1.7485,468.4723,0,0.0227,0.7943,0,99.0123,15.03,1.0675,10.4204,0,0,20.5073,8.565,2.2432,5.1427,0,0.3036,0,1.8996,0
"TCGA-AG-A025-01A",237.7492,54.3582,3.4636,204.1138,0.0357,0,0.6542,0.0043,77.9215,39.2311,2.5923,10.8319,0.1689,0,28.6758,9.169,1.0797,195.5364,0,0.0608,0,0,0.0226
"TCGA-DY-A1DF-01A",69.5454,2.6135,13.7141,298.8316,0,0.0018,4.4171,0,0.0942,32.1543,3.4122,7.7904,0,0,42.3042,0.586,0.0706,0.7948,0,0.0091,0,0,0.0068
"TCGA-AG-3887-01A",103.5857,24.1157,2.7151,288.1833,0,0.0084,0.2131,0.0062,174.1854,14.7889,1.4337,13.0457,0,0,59.716,9.0768,5.89,137.2245,0,13.3143,0,0.0464,0
"TCGA-AH-6544-01A",162.6219,158.7961,2.4007,605.0436,0,0.2586,9.5096,0,244.8134,23.0662,1.2844,3.7611,0,0.0108,35.7538,8.6859,1.008,37.1092,0,0,0.163,0.0328,0.0115
"TCGA-AG-A01L-01A",37.4161,38.8579,4.7566,357.7872,0,0.011,12.3414,0,476.887,31.784,3.2176,9.3147,0.0425,0,35.6035,5.9094,1.202,81.6784,0,0.153,0,0.0813,0.0568
"TCGA-EI-7004-01A",113.0924,125.1314,5.0357,1116.7261,0.1143,0.0056,0.6472,0.0028,1488.2054,12.9262,2.7624,8.1494,0,0,26.7902,33.7428,115.1591,38.2139,0,44.5761,0,0.0413,0.6783
"TCGA-DC-6155-01A",794.5082,23.428,76.0608,98.3067,0,0.0556,0.6079,0.0172,24.0302,4.5872,1.2976,0.6042,0.0803,0,3.4112,3.4426,2.6875,8.3117,0,0.9623,0,0,0
"TCGA-G5-6235-01A",112.1165,201.1934,5.7282,1320.6525,0,0.014,3.3029,0.0021,302.3325,49.1838,2.8272,10.2618,0,0,41.6747,20.2551,0.5837,51.4026,0,0.08,0.0219,0,0.0324
"TCGA-AF-5654-11A",288.4637,288.7186,8.761,1455.257,0,0.0018,16.5509,0,766.8561,40.5522,6.0603,8.5842,0,0,42.4909,38.7956,3.0291,140.5527,0,0.0657,0,0.02,0.0279
"TCGA-AG-3902-01A",141.6928,26.1119,7.3334,650.2233,0.0423,0.1731,30.6046,0,249.4001,11.4168,4.6509,7.3172,0,0.0084,14.8176,17.8468,0.5451,18.2299,0,0.0839,0,0.0764,0.1158
"TCGA-AG-3890-01A",81.9115,44.7827,5.6919,710.597,0,0.0038,8.0523,0,157.9866,36.715,4.6071,10.6375,0,0,52.1274,8.344,1.9821,3.7547,0,0.0784,0,0.5,0
"TCGA-AG-3600-01A",97.0173,18.9126,4.1657,216.03,0,0.0064,24.7227,0.0048,68.9875,8.1421,3.2514,1.682,0.0745,0,40.1199,5.6727,0.6478,75.6198,0,12.0558,0,0.0356,0.1244
"TCGA-AG-3598-01A",40.4498,32.4333,2.9789,749.9544,0,0.0035,0.5054,0.0103,24.5026,18.9521,1.6103,9.8327,0.04,0.0252,32.0894,1.6798,0.8425,31.1037,0,0,0,0,0
"TCGA-AG-3601-01A",52.9752,14.33,6.1514,317.0782,0,0,0.1704,0,3.6706,14.072,1.2397,7.2383,0,0,50.1839,0.2382,0.1367,0.2115,0,0.0141,0.0426,0,0
"TCGA-AG-3602-01A",26.3304,8.6231,6.7341,280.6694,0,0.079,1.1192,0.0049,33.5034,9.1146,1.7295,4.2073,0.038,0,13.9492,2.9439,0.2398,3.056,0,0.0342,0,0,0
"TCGA-AF-2690-01A",13.6151,30.2737,1.4241,226.9128,0,0.0066,0.0473,0,3.6195,17.0318,1.3569,9.7294,0,0,14.8466,0.5983,0.0731,0.1839,0,0.0275,0,0.0292,0
"TCGA-AF-2693-01A",52.3824,72.8996,4.4095,1197.3868,0,0.0073,1.8147,0,126.9055,25.1619,2.3272,24.4554,0.0338,0,34.5336,11.9586,4.8784,20.0199,0,0.076,0,0.0161,0.0564
"TCGA-AG-A023-01A",270.428,49.5556,2.5572,522.176,0,0.0089,3.1787,0.0088,113.3259,41.9769,4.1988,7.8988,0.0686,0,47.217,34.8066,0.8873,359.906,0,0.0771,0,0,0.0229
"TCGA-CI-6620-01A",23.4905,32.2985,3.6904,869.307,0.019,0.0218,0.6319,0.0046,154.615,18.2437,5.3457,16.0926,0,0,33.9022,6.7099,8.0448,16.3319,0,0.0566,0,0.0172,0.0481
"TCGA-AG-A015-01A",116.2864,13.1041,2.0734,475.1204,0,0.0231,13.8072,0.0172,476.5494,31.0793,2.3496,22.5035,0.0445,0,40.6538,6.8166,0.503,42.371,0,0.34,0.0603,2.2101,0.0297
"TCGA-AG-4008-01A",89.2025,60.0256,10.1563,613.7722,0.048,0.2554,3.5049,0,394.6145,38.5178,4.952,20.094,0.3633,0,27.3253,12.4213,1.2734,25.6527,0,0.0204,0,0,0
"TCGA-AG-A036-01A",55.2309,76.1985,2.6895,450.0031,0.0436,0.1213,2.1073,0.0159,9.2589,17.7946,5.7845,12.9383,0,0,47.8901,1.406,0.3316,52.7535,0,0.2409,0,0.1181,0
"TCGA-AG-3882-01A",55.0522,56.8554,7.1406,225.6278,0,0.0078,17.2084,0,7.7063,46.7083,2.2439,51.5919,0,0,61.4755,18.2008,0.5193,57.0004,0,0.2431,0,0.0861,0
"TCGA-F5-6813-01A",87.9756,125.5396,1.0047,1106.615,0,0.0706,0.2385,0.002,0.4473,67.429,0.9792,19.9933,0,0,54.0529,10.3514,0.01,1.4637,0,0.1108,0,0.0147,0.0103
"TCGA-AG-3896-01A",67.3251,36.5946,8.0599,586.0846,0.0435,0.0036,0.6698,0,270.4151,29.5191,1.074,13.7613,0,0,54.3496,11.6148,3.5811,83.1608,0,0.0555,0,0.0393,0
"TCGA-CL-5918-01A",5.3886,33.9862,1.4941,477.5893,0,0,4.6394,0,0.5665,27.0469,3.0648,12.7409,0.016,0,46.8818,0.5149,0.0279,0.1537,0,0,0,0.0153,0
"TCGA-AF-3400-01A",158.3334,17.306,9.0396,852.2601,0,0.0032,2.4366,0,923.279,1.4695,0.8442,0,0,0,34.4944,9.0405,0.7461,159.894,0,0,0,1.1047,0
"TCGA-AG-3742-01A",14.7493,2.9584,2.7539,860.3679,0.0446,0.0018,2.6808,0,0.7711,61.2894,7.1149,60.5218,0.1266,0,52.6054,0.876,0.1514,0.0172,0,0.0474,0.0286,2.4193,0.1268
"TCGA-AF-6655-01A",114.9832,146.7875,10.0352,971.1469,0.0292,0.043,1.9815,0,141.5582,28.7204,7.4681,20.6958,0.0276,0,38.0638,10.4173,1.2785,18.6669,0,0.0248,0,0.2637,0.0553
"TCGA-CI-6623-01B",162.5375,106.5272,2.493,670.8666,0,0.0026,0.7404,0.0038,70.704,18.2376,2.2998,14.5623,0,0,46.6107,23.2013,2.8011,128.9528,0,0.167,0,0.0142,0.0198
"TCGA-DC-4749-01A",5.9209,79.7119,6.06,731.7884,0,0.0017,2.2958,0,3.9802,32.5523,3.2193,28.7147,0.0191,0,51.9369,4.7312,0.0374,2.4495,0,0.0172,0,0.0183,0
"TCGA-CI-6622-01A",135.9561,334.9272,6.8398,1349.6397,0,0,6.6753,0,291.8342,49.958,2.2108,6.05,0.0171,0,31.1595,16.9816,2.7791,65.7381,0,0.0537,0,0.1141,0.057
"TCGA-AG-A00C-01A",191.8288,68.8146,3.5424,896.0088,0,0,7.7912,0,35.1707,33.6983,5.4233,16.3916,0,0,58.6653,17.963,0.1322,46.7231,0,0.0854,0.1546,0.1089,0.0254
"TCGA-F5-6465-01A",43.1217,9.2664,1.5538,316.8194,0,0.0066,0.3365,0,11.3376,16.7589,2.0189,18.2056,0.0455,0,3.6424,1.1377,3.1369,25.5556,0,0.109,0,0.304,0
"TCGA-AG-3885-01A",353.0941,21.758,12.227,564.7237,0,0.0039,171.3075,0,311.8649,34.3099,2.0671,3.3707,0,0,153.4849,17.4122,1.4949,115.8144,0,0.4067,0.552,1.9446,0
"TCGA-AG-3727-01A",132.4919,30.519,5.0511,223.324,0,0,65.0055,0.007,688.2648,17.5,1.6938,24.7186,0,0,55.5622,57.2312,2.8396,240.5548,0,2.5095,0,0,0
"TCGA-AG-A008-01A",253.6634,26.2,1.4137,701.8105,0,0,0.6266,0,692.8727,16.0322,2.166,29.4547,0,0,37.1234,74.8633,2.4651,295.9186,0,0.5114,0,1.6663,0
"TCGA-AF-2687-01A",21.6522,2.4226,1.5501,137.6928,0.4104,0.1008,0.9446,0.0048,0.8412,20.1981,5.4927,10.0975,0.1294,0,10.3339,1.4639,0.5665,3.1397,0,0.108,0.0501,0.3001,0.0494
"TCGA-AG-3893-01A",167.9265,124.5935,4.9558,953.1252,0,0.115,3.834,0,368.9101,124.3695,4.2487,51.8832,0.114,0,77.6999,39.6009,1.5854,61.7718,0,0.1366,0,0,0
"TCGA-EI-6511-01A",42.5974,29.4304,2.9237,977.9827,0,0.009,0.2661,0.0019,1.7536,22.7088,0.8017,6.341,0,0.0094,50.3346,2.2886,0.052,1.3071,0,0.0403,0,0.1855,0.01
"TCGA-DY-A1H8-01A",28.9747,1.014,2.5989,244.4361,0,0.0013,0,0.0396,0.3604,5.5533,2.3124,0.8284,0,0,11.3971,0.3999,0.0479,0.3772,0,0.0264,0,0.014,0
"TCGA-F5-6702-01A",67.2665,42.5029,3.2626,797.3525,1.1476,1.0255,2.9553,0.0045,222.48,50.264,1.8146,14.5434,0.1225,0,38.8074,11.8663,2.2908,20.3201,0,0.0944,0,0.0502,0.0818
"TCGA-DC-5869-01A",19.4899,1.6844,3.131,436.6993,0.0254,0.0166,0.6938,0,1.4444,22.7392,1.9757,19.3967,0.024,0,16.4778,0.7664,1.1268,4.1357,0,0,0.0325,0.0458,0.032
"TCGA-AG-3725-11A",21.5439,17.9444,1.4659,351.3052,0.037,0.0015,1.7731,0,90.5621,19.6824,1.3372,6.116,0,0,15.8687,4.5064,0.0532,11.2527,0,0,0,0,0.0117
"TCGA-F5-6812-01A",28.7952,41.2533,1.1338,487.5719,0.0143,0.0129,0.9457,0.0017,4.0843,38.4279,3.8983,28.9641,0.0135,0,15.1539,9.9422,0.05,9.6192,0,0.2552,0,0.1162,0.0632
"TCGA-AG-3742-11A",28.0372,21.8264,2.0952,416.5424,0.0648,0,1.3771,0,87.9316,14.4906,1.8853,15.6427,0,0.0129,14.8839,4.584,0.1644,7.4154,0,0.0092,0,0,0.0136
"TCGA-EI-6882-01A",388.9547,46.8556,6.3662,1580.9587,0,0.0188,3.2544,0,2170.3442,11.731,2.804,3.2248,0,0,63.6415,104.9279,0.459,150.2869,0,0.1535,0,0.0593,0.1451
"TCGA-AG-3725-01A",236.6239,17.5258,4.3363,1210.3631,0,0.0043,231.5931,0.0021,35.4043,111.6435,4.7276,28.7767,0,0.0105,55.2214,56.0836,0.3287,22.5072,0,0.0224,0,0.1111,0.111
